start_lat,start_lon,end_lat,end_lon,airport1,airport2,delayRate
40.65236,-75.44040,41.97960,-87.90446,ABE,ORD,0.1891891891891892
24.55611,-81.75956,40.77724,-73.87261,EYW,LGA,1.0
41.93887,-72.68323,39.17540,-76.66820,BDL,BWI,0.2392638036809816
39.85841,-104.66700,40.85097,-96.75925,DEN,LNK,0.23333333333333334
29.98047,-95.33972,38.17439,-85.73600,IAH,SDF,0.20175438596491227
21.31869,-157.92241,32.73356,-117.18966,HNL,SAN,0.22413793103448276
32.89595,-97.03720,32.38486,-94.71171,DFW,GGG,0.2403846153846154
33.64044,-84.42694,31.32134,-85.44963,ATL,DHN,0.2413793103448276
21.31869,-157.92241,33.94254,-118.40807,HNL,LAX,0.15795328142380421
33.64044,-84.42694,33.93884,-81.11954,ATL,CAE,0.13839285714285715
42.96550,-83.74346,28.42889,-81.31603,FNT,MCO,0.0967741935483871
40.69250,-74.16866,21.31869,-157.92241,EWR,HNL,0.22413793103448276
41.97960,-87.90446,39.84395,-89.67762,ORD,SPI,0.2857142857142857
33.64044,-84.42694,43.53291,-84.07965,ATL,MBS,0.42857142857142855
41.41089,-81.84940,28.42889,-81.31603,CLE,MCO,0.27232142857142855
42.94052,-78.73217,41.78598,-87.75242,BUF,MDW,0.2777777777777778
32.89865,-80.04051,35.21401,-80.94313,CHS,CLT,0.20430107526881722
28.42889,-81.31603,32.73356,-117.18966,MCO,SAN,0.19626168224299065
45.58872,-122.59750,40.78839,-111.97777,PDX,SLC,0.12807881773399016
42.21206,-83.34884,43.64617,-70.30875,DTW,PWM,0.5
40.78839,-111.97777,36.19837,-95.88824,SLC,TUL,0.03773584905660377
39.87195,-75.24114,47.44898,-122.30931,PHL,SEA,0.3277310924369748
43.13986,-89.33751,40.78839,-111.97777,MSN,SLC,0.1388888888888889
40.77724,-73.87261,34.72940,-92.22425,LGA,LIT,0.5106382978723404
41.06696,-73.70757,28.42889,-81.31603,HPN,MCO,0.26900584795321636
39.85841,-104.66700,38.50887,-107.89383,DEN,MTJ,0.18032786885245902
32.89595,-97.03720,37.36186,-121.92901,DFW,SJC,0.19148936170212766
42.21206,-83.34884,40.85121,-77.84630,DTW,SCE,0.3333333333333333
28.42889,-81.31603,37.61900,-122.37484,MCO,SFO,0.22388059701492538
34.05600,-117.60119,38.69542,-121.59077,ONT,SMF,0.17553191489361702
33.64044,-84.42694,41.33815,-75.72427,ATL,AVP,0.2
30.19453,-97.66987,39.85841,-104.66700,AUS,DEN,0.2639821029082774
42.36435,-71.00518,35.87764,-78.78747,BOS,RDU,0.23318385650224216
33.64044,-84.42694,39.04614,-84.66217,ATL,CVG,0.096045197740113
39.04614,-84.66217,33.94254,-118.40807,CVG,LAX,0.1323529411764706
39.64257,-106.91770,40.69250,-74.16866,EGE,EWR,0.2413793103448276
42.21206,-83.34884,38.17439,-85.73600,DTW,SDF,0.0
30.3578,-85.7938,29.64542,-95.27889,ECP,HOU,0.12903225806451613
30.19453,-97.66987,29.98047,-95.33972,AUS,IAH,0.1952054794520548
33.64044,-84.42694,30.48325,-86.52540,ATL,VPS,0.09792284866468842
42.21206,-83.34884,33.94254,-118.40807,DTW,LAX,0.15469613259668508
39.99799,-82.89188,40.77724,-73.87261,CMH,LGA,0.3613138686131387
29.99339,-90.25803,37.61900,-122.37484,MSY,SFO,0.16129032258064516
39.85841,-104.66700,39.12241,-108.52673,DEN,GJT,0.2698412698412698
42.74812,-73.80298,38.94453,-77.45581,ALB,IAD,0.6666666666666666
32.89595,-97.03720,42.94722,-87.89658,DFW,MKE,0.16176470588235295
35.21401,-80.94313,29.64542,-95.27889,CLT,HOU,0.24193548387096775
29.64542,-95.27889,27.97547,-82.53325,HOU,TPA,0.1827956989247312
39.87195,-75.24114,27.97547,-82.53325,PHL,TPA,0.255079006772009
29.53369,-98.46978,37.61900,-122.37484,SAT,SFO,0.45
42.96550,-83.74346,36.08036,-115.15233,FNT,LAS,0.06451612903225806
30.53316,-91.14963,32.89595,-97.03720,BTR,DFW,0.25164113785557984
41.97960,-87.90446,37.06083,-88.77375,ORD,PAH,0.1623931623931624
41.93887,-72.68323,44.88055,-93.21692,BDL,MSP,0.19047619047619047
33.56294,-86.75355,29.98047,-95.33972,BHM,IAH,0.2656826568265683
42.74812,-73.80298,41.97960,-87.90446,ALB,ORD,0.30578512396694213
39.85841,-104.66700,33.82922,-116.50625,DEN,PSP,0.29017857142857145
41.33815,-75.72427,40.69250,-74.16866,AVP,EWR,0.0
36.12448,-86.67818,25.79325,-80.29056,BNA,MIA,0.36363636363636365
41.44853,-90.50754,41.97960,-87.90446,MLI,ORD,0.32051282051282054
40.63975,-73.77893,18.33731,-64.97336,JFK,STT,0.3148148148148148
39.64257,-106.91770,25.79325,-80.29056,EGE,MIA,0.20967741935483872
32.89595,-97.03720,38.69542,-121.59077,DFW,SMF,0.22666666666666666
21.31869,-157.92241,19.73877,-156.04563,HNL,KOA,0.11475409836065574
33.64044,-84.42694,34.72940,-92.22425,ATL,LIT,0.09259259259259259
45.80766,-108.54286,44.88055,-93.21692,BIL,MSP,0.14925373134328357
36.12448,-86.67818,27.97547,-82.53325,BNA,TPA,0.15789473684210525
48.25938,-101.28033,44.88055,-93.21692,MOT,MSP,0.22580645161290322
39.71733,-86.29438,28.42889,-81.31603,IND,MCO,0.1700404858299595
29.64542,-95.27889,33.43417,-112.00806,HOU,PHX,0.22540983606557377
41.97960,-87.90446,26.68316,-80.09559,ORD,PBI,0.20161290322580644
33.93884,-81.11954,37.50517,-77.31967,CAE,RIC,1.0
39.17540,-76.66820,41.97960,-87.90446,BWI,ORD,0.39184952978056425
38.37315,-81.59319,41.97960,-87.90446,CRW,ORD,0.25
39.22316,-106.86885,33.94254,-118.40807,ASE,LAX,0.2885375494071146
39.99799,-82.89188,42.21206,-83.34884,CMH,DTW,0.0
20.89865,-156.43046,37.36186,-121.92901,OGG,SJC,0.23387096774193547
40.69250,-74.16866,36.28187,-94.30681,EWR,XNA,0.27906976744186046
47.61986,-117.53384,47.44898,-122.30931,GEG,SEA,0.21875
45.58872,-122.59750,37.61900,-122.37484,PDX,SFO,0.18396846254927726
38.94453,-77.45581,39.71733,-86.29438,IAD,IND,0.11764705882352941
40.69250,-74.16866,26.68316,-80.09559,EWR,PBI,0.21455223880597016
32.89595,-97.03720,36.08036,-115.15233,DFW,LAS,0.17016317016317017
40.69250,-74.16866,37.50517,-77.31967,EWR,RIC,0.33112582781456956
26.07258,-80.15275,41.50409,-74.10484,FLL,SWF,0.10714285714285714
29.98047,-95.33972,39.29761,-94.71391,IAH,MCI,0.19718309859154928
38.80581,-104.70025,33.94254,-118.40807,COS,LAX,0.3418803418803419
35.21401,-80.94313,40.69250,-74.16866,CLT,EWR,0.19400855920114124
41.72400,-71.42822,27.97547,-82.53325,PVD,TPA,0.16964285714285715
42.36435,-71.00518,18.33731,-64.97336,BOS,STT,0.1864406779661017
39.29761,-94.71391,38.74769,-90.35999,MCI,STL,0.13901345291479822
33.64044,-84.42694,43.13986,-89.33751,ATL,MSN,0.09016393442622951
38.75496,-109.75484,40.78839,-111.97777,CNY,SLC,0.009259259259259259
41.97960,-87.90446,27.39533,-82.55411,ORD,SRQ,0.3387096774193548
39.12241,-108.52673,29.98047,-95.33972,GJT,IAH,0.1
48.79275,-122.53753,47.44898,-122.30931,BLI,SEA,0.2833333333333333
32.89595,-97.03720,33.82922,-116.50625,DFW,PSP,0.2413793103448276
41.78598,-87.75242,37.36186,-121.92901,MDW,SJC,0.31666666666666665
39.04614,-84.66217,39.85841,-104.66700,CVG,DEN,0.3185840707964602
38.94453,-77.45581,25.79325,-80.29056,IAD,MIA,0.4195804195804196
18.49486,-67.12944,40.69250,-74.16866,BQN,EWR,0.29545454545454547
29.64542,-95.27889,35.04242,-89.97667,HOU,MEM,0.14953271028037382
41.93887,-72.68323,39.85841,-104.66700,BDL,DEN,0.3275862068965517
39.87195,-75.24114,29.53369,-98.46978,PHL,SAT,0.3055555555555556
40.69250,-74.16866,45.58872,-122.59750,EWR,PDX,0.21052631578947367
42.96550,-83.74346,26.53617,-81.75517,FNT,RSW,0.0
33.64044,-84.42694,38.37315,-81.59319,ATL,CRW,0.18128654970760233
39.04614,-84.66217,40.77724,-73.87261,CVG,LGA,0.3611111111111111
39.85841,-104.66700,21.97598,-159.33896,DEN,LIH,0.2222222222222222
41.97960,-87.90446,44.04532,-103.05737,ORD,RAP,0.6
30.19453,-97.66987,41.97960,-87.90446,AUS,ORD,0.26625386996904027
34.89567,-82.21886,29.98047,-95.33972,GSP,IAH,0.18840579710144928
41.97960,-87.90446,33.67566,-117.86822,ORD,SNA,0.18374558303886926
42.94722,-87.89658,37.61900,-122.37484,MKE,SFO,0.2037037037037037
33.64044,-84.42694,38.80581,-104.70025,ATL,COS,0.18867924528301888
39.85841,-104.66700,36.19837,-95.88824,DEN,TUL,0.2748091603053435
33.64044,-84.42694,32.73356,-117.18966,ATL,SAN,0.0893854748603352
36.08036,-115.15233,39.49858,-119.76806,LAS,RNO,0.13286713286713286
33.81772,-118.15161,40.78839,-111.97777,LGB,SLC,0.11704834605597965
40.47799,-88.91595,28.42889,-81.31603,BMI,MCO,0.4444444444444444
33.64044,-84.42694,26.07258,-80.15275,ATL,FLL,0.12293853073463268
39.85841,-104.66700,35.61678,-106.08814,DEN,SAF,0.3064516129032258
30.49406,-81.68786,40.77724,-73.87261,JAX,LGA,0.06666666666666667
29.98047,-95.33972,37.61900,-122.37484,IAH,SFO,0.24083769633507854
29.99339,-90.25803,40.78839,-111.97777,MSY,SLC,0.05
33.64044,-84.42694,40.69250,-74.16866,ATL,EWR,0.15643802647412755
42.21206,-83.34884,27.39533,-82.55411,DTW,SRQ,0.3125
33.64044,-84.42694,43.60732,-110.73774,ATL,JAC,0.125
41.97960,-87.90446,33.43417,-112.00806,ORD,PHX,0.2512437810945274
44.48507,-88.12959,41.97960,-87.90446,GRB,ORD,0.3295964125560538
40.77724,-73.87261,33.67975,-78.92833,LGA,MYR,0.35964912280701755
44.88055,-93.21692,38.69542,-121.59077,MSP,SMF,0.2
35.04022,-106.60919,32.89595,-97.03720,ABQ,DFW,0.2032520325203252
33.64044,-84.42694,35.33659,-94.36744,ATL,FSM,0.20512820512820512
39.71733,-86.29438,41.97960,-87.90446,IND,ORD,0.3732394366197183
42.37423,-122.87350,37.61900,-122.37484,MFR,SFO,0.2926829268292683
33.64044,-84.42694,42.93452,-71.43706,ATL,MHT,0.08771929824561403
29.98047,-95.33972,41.30252,-95.89417,IAH,OMA,0.2169811320754717
42.21206,-83.34884,39.29761,-94.71391,DTW,MCI,0.22270742358078602
42.36435,-71.00518,39.29761,-94.71391,BOS,MCI,0.13953488372093023
40.69250,-74.16866,41.78598,-87.75242,EWR,MDW,0.25517241379310346
40.63975,-73.77893,28.42889,-81.31603,JFK,MCO,0.2535211267605634
41.41089,-81.84940,38.94453,-77.45581,CLE,IAD,0.2012987012987013
32.84711,-96.85177,29.53369,-98.46978,DAL,SAT,0.16042780748663102
18.43942,-66.00183,17.70189,-64.79856,SJU,STX,0.22580645161290322
39.87195,-75.24114,33.43417,-112.00806,PHL,PHX,0.2646370023419204
45.58872,-122.59750,32.11608,-110.94103,PDX,TUS,0.15
42.36435,-71.00518,39.04614,-84.66217,BOS,CVG,0.3333333333333333
48.79275,-122.53753,21.31869,-157.92241,BLI,HNL,0.07142857142857142
40.48118,-107.21766,37.61900,-122.37484,HDN,SFO,0.1111111111111111
26.53617,-81.75517,40.27669,-74.81347,RSW,TTN,0.2702702702702703
47.48200,-111.37069,40.78839,-111.97777,GTF,SLC,0.08974358974358974
42.21206,-83.34884,41.70895,-86.31847,DTW,SBN,0.2513089005235602
36.08036,-115.15233,37.61900,-122.37484,LAS,SFO,0.1869225302061123
36.09775,-79.93730,40.77724,-73.87261,GSO,LGA,0.350597609561753
38.80581,-104.70025,39.85841,-104.66700,COS,DEN,0.2543640897755611
61.17432,-149.99619,36.08036,-115.15233,ANC,LAS,0.03571428571428571
30.19453,-97.66987,33.94254,-118.40807,AUS,LAX,0.17987152034261242
42.94052,-78.73217,33.43417,-112.00806,BUF,PHX,0.18032786885245902
29.98047,-95.33972,29.53369,-98.46978,IAH,SAT,0.221505376344086
27.97547,-82.53325,40.27669,-74.81347,TPA,TTN,0.5277777777777778
40.77724,-73.87261,41.78598,-87.75242,LGA,MDW,0.311614730878187
32.89595,-97.03720,20.89865,-156.43046,DFW,OGG,0.3157894736842105
33.43417,-112.00806,35.87764,-78.78747,PHX,RDU,0.6
39.85841,-104.66700,29.53369,-98.46978,DEN,SAT,0.25597269624573377
41.97960,-87.90446,41.72400,-71.42822,ORD,PVD,0.25
32.89595,-97.03720,32.35414,-95.40239,DFW,TYR,0.27241379310344827
28.42889,-81.31603,18.43942,-66.00183,MCO,SJU,0.2119205298013245
40.79524,-73.10021,26.68316,-80.09559,ISP,PBI,0.2564102564102564
36.08036,-115.15233,34.72940,-92.22425,LAS,LIT,0.27419354838709675
41.97960,-87.90446,37.32547,-79.97543,ORD,ROA,0.28205128205128205
33.64044,-84.42694,38.13864,-78.45286,ATL,CHO,0.17543859649122806
58.35496,-134.57628,59.50336,-139.66023,JNU,YAK,0.10344827586206896
35.21401,-80.94313,39.85841,-104.66700,CLT,DEN,0.18815331010452963
35.21401,-80.94313,40.63975,-73.77893,CLT,JFK,0.2665198237885463
40.69250,-74.16866,47.44898,-122.30931,EWR,SEA,0.2311111111111111
61.17432,-149.99619,33.94254,-118.40807,ANC,LAX,0.05263157894736842
42.74812,-73.80298,28.42889,-81.31603,ALB,MCO,0.125
32.89595,-97.03720,33.43417,-112.00806,DFW,PHX,0.18688118811881188
46.39786,-94.13723,48.56619,-93.40307,BRD,INL,0.0
38.94453,-77.45581,29.98047,-95.33972,IAD,IAH,0.20833333333333334
19.73877,-156.04563,37.36186,-121.92901,KOA,SJC,0.3076923076923077
39.71733,-86.29438,33.43417,-112.00806,IND,PHX,0.16228070175438597
35.21401,-80.94313,37.50517,-77.31967,CLT,RIC,0.18055555555555555
39.85841,-104.66700,44.25407,-121.14996,DEN,RDM,0.4406779661016949
33.64044,-84.42694,30.53316,-91.14963,ATL,BTR,0.22799097065462753
38.85208,-77.03772,36.08036,-115.15233,DCA,LAS,0.06557377049180328
33.82922,-116.50625,40.78839,-111.97777,PSP,SLC,0.14615384615384616
32.84711,-96.85177,33.66364,-101.82278,DAL,LBB,0.07664233576642336
32.89595,-97.03720,32.30064,-86.39398,DFW,MGM,0.3235294117647059
39.85841,-104.66700,29.98047,-95.33972,DEN,IAH,0.2853932584269663
48.56619,-93.40307,44.88055,-93.21692,INL,MSP,0.1276595744680851
38.03697,-84.60539,40.77724,-73.87261,LEX,LGA,0.5
33.64044,-84.42694,26.68316,-80.09559,ATL,PBI,0.12517580872011252
33.43417,-112.00806,32.73356,-117.18966,PHX,SAN,0.13844515441959532
42.21206,-83.34884,42.94722,-87.89658,DTW,MKE,0.16720257234726688
32.89865,-80.04051,40.69250,-74.16866,CHS,EWR,0.248
47.50942,-94.93372,44.88055,-93.21692,BJI,MSP,0.0975609756097561
39.04614,-84.66217,44.88055,-93.21692,CVG,MSP,0.1724137931034483
33.94254,-118.40807,35.39309,-97.60073,LAX,OKC,0.2631578947368421
28.42889,-81.31603,37.50517,-77.31967,MCO,RIC,0.15789473684210525
41.78598,-87.75242,37.61900,-122.37484,MDW,SFO,0.25663716814159293
29.64542,-95.27889,35.39309,-97.60073,HOU,OKC,0.16071428571428573
33.43417,-112.00806,37.61900,-122.37484,PHX,SFO,0.18315018315018314
36.12448,-86.67818,41.41089,-81.84940,BNA,CLE,0.17543859649122806
35.39309,-97.60073,41.97960,-87.90446,OKC,ORD,0.42272727272727273
42.21206,-83.34884,41.30252,-95.89417,DTW,OMA,0.17777777777777778
38.85208,-77.03772,30.49406,-81.68786,DCA,JAX,0.18181818181818182
41.97960,-87.90446,45.58872,-122.59750,ORD,PDX,0.17467248908296942
32.73356,-117.18966,40.78839,-111.97777,SAN,SLC,0.07920792079207921
39.85841,-104.66700,37.15152,-107.75377,DEN,DRO,0.18811881188118812
42.36435,-71.00518,25.79325,-80.29056,BOS,MIA,0.2555831265508685
41.33815,-75.72427,41.97960,-87.90446,AVP,ORD,0.373134328358209
37.61900,-122.37484,32.11608,-110.94103,SFO,TUS,0.3403141361256545
42.74812,-73.80298,40.69250,-74.16866,ALB,EWR,0.3333333333333333
42.21206,-83.34884,47.44898,-122.30931,DTW,SEA,0.19078947368421054
41.97960,-87.90446,29.53369,-98.46978,ORD,SAT,0.3416149068322981
26.07258,-80.15275,29.98047,-95.33972,FLL,IAH,0.1384180790960452
39.17540,-76.66820,38.74769,-90.35999,BWI,STL,0.1638418079096045
39.85841,-104.66700,35.81249,-83.99286,DEN,TYS,0.31343283582089554
42.21206,-83.34884,39.71733,-86.29438,DTW,IND,0.23076923076923078
33.94254,-118.40807,35.61678,-106.08814,LAX,SAF,0.35294117647058826
42.94722,-87.89658,27.97547,-82.53325,MKE,TPA,0.21367521367521367
31.80667,-106.37781,33.94254,-118.40807,ELP,LAX,0.21105527638190955
42.21206,-83.34884,40.66424,-89.69331,DTW,PIA,0.11864406779661017
26.68316,-80.09559,40.27669,-74.81347,PBI,TTN,0.44
40.63975,-73.77893,43.11887,-77.67238,JFK,ROC,0.20114942528735633
33.64044,-84.42694,26.53617,-81.75517,ATL,RSW,0.08995502248875563
32.89595,-97.03720,47.44898,-122.30931,DFW,SEA,0.15344827586206897
37.13190,-76.49299,35.87764,-78.78747,PHF,RDU,1.0
44.25741,-88.51948,44.88055,-93.21692,ATW,MSP,0.2191780821917808
33.64044,-84.42694,39.64257,-106.91770,ATL,EGE,0.14754098360655737
41.97960,-87.90446,43.64617,-70.30875,ORD,PWM,0.3
30.40728,-89.07009,29.98047,-95.33972,GPT,IAH,0.15789473684210525
40.77724,-73.87261,37.50517,-77.31967,LGA,RIC,0.425
35.21401,-80.94313,36.89461,-76.20122,CLT,ORF,0.11320754716981132
32.73356,-117.18966,37.61900,-122.37484,SAN,SFO,0.22081447963800904
33.64044,-84.42694,34.99147,-78.88000,ATL,FAY,0.14193548387096774
28.42889,-81.31603,47.44898,-122.30931,MCO,SEA,0.1111111111111111
33.64044,-84.42694,34.05600,-117.60119,ATL,ONT,0.16666666666666666
37.61900,-122.37484,33.67566,-117.86822,SFO,SNA,0.24472573839662448
40.69250,-74.16866,36.89461,-76.20122,EWR,ORF,0.15555555555555556
38.85208,-77.03772,40.63975,-73.77893,DCA,JFK,0.3949843260188088
38.94453,-77.45581,37.32547,-79.97543,IAD,ROA,0.375
33.64044,-84.42694,18.43942,-66.00183,ATL,SJU,0.11976047904191617
35.43619,-82.54181,40.69250,-74.16866,AVL,EWR,0.7
61.17432,-149.99619,19.73877,-156.04563,ANC,KOA,0.05263157894736842
39.04614,-84.66217,42.88082,-85.52277,CVG,GRR,0.05
38.85208,-77.03772,40.78839,-111.97777,DCA,SLC,0.11504424778761062
41.97960,-87.90446,37.24433,-93.38686,ORD,SGF,0.34285714285714286
40.03925,-88.27806,41.97960,-87.90446,CMI,ORD,0.445859872611465
33.64044,-84.42694,42.94052,-78.73217,ATL,BUF,0.09689922480620156
25.79325,-80.29056,18.43942,-66.00183,MIA,SJU,0.23842592592592593
28.42889,-81.31603,42.93452,-71.43706,MCO,MHT,0.14285714285714285
41.97960,-87.90446,33.82922,-116.50625,ORD,PSP,0.25757575757575757
19.73877,-156.04563,47.44898,-122.30931,KOA,SEA,0.22764227642276422
35.21401,-80.94313,43.64617,-70.30875,CLT,PWM,0.1724137931034483
38.85208,-77.03772,26.07258,-80.15275,DCA,FLL,0.17026378896882494
39.29761,-94.71391,28.42889,-81.31603,MCI,MCO,0.1693548387096774
47.61986,-117.53384,33.43417,-112.00806,GEG,PHX,0.13432835820895522
40.69250,-74.16866,38.74769,-90.35999,EWR,STL,0.20064724919093851
43.13986,-89.33751,44.88055,-93.21692,MSN,MSP,0.1282051282051282
39.29761,-94.71391,33.43417,-112.00806,MCI,PHX,0.20353982300884957
38.94453,-77.45581,35.87764,-78.78747,IAD,RDU,0.16666666666666666
26.07258,-80.15275,40.27669,-74.81347,FLL,TTN,0.3269230769230769
44.12326,-123.21869,37.61900,-122.37484,EUG,SFO,0.3053691275167785
38.85208,-77.03772,40.69250,-74.16866,DCA,EWR,0.2928870292887029
42.36435,-71.00518,38.74769,-90.35999,BOS,STL,0.18181818181818182
33.64044,-84.42694,33.43417,-112.00806,ATL,PHX,0.09480122324159021
32.89595,-97.03720,41.97960,-87.90446,DFW,ORD,0.2756024096385542
39.85841,-104.66700,42.21206,-83.34884,DEN,DTW,0.26098191214470284
28.42889,-81.31603,41.78598,-87.75242,MCO,MDW,0.19014084507042253
33.64044,-84.42694,35.43619,-82.54181,ATL,AVL,0.09226190476190477
32.89595,-97.03720,29.99339,-90.25803,DFW,MSY,0.1696969696969697
38.74769,-90.35999,36.19837,-95.88824,STL,TUL,0.14516129032258066
36.08036,-115.15233,42.94722,-87.89658,LAS,MKE,0.125
41.44853,-90.50754,44.88055,-93.21692,MLI,MSP,0.09090909090909091
42.21206,-83.34884,42.93452,-71.43706,DTW,MHT,0.25
38.94453,-77.45581,27.97547,-82.53325,IAD,TPA,0.23267326732673269
33.64044,-84.42694,42.21206,-83.34884,ATL,DTW,0.17798594847775176
33.64044,-84.42694,41.30252,-95.89417,ATL,OMA,0.08532423208191127
36.12448,-86.67818,44.88055,-93.21692,BNA,MSP,0.14659685863874344
41.53493,-93.66068,40.78839,-111.97777,DSM,SLC,0.16666666666666666
39.85841,-104.66700,40.48118,-107.21766,DEN,HDN,1.0
30.19453,-97.66987,37.72129,-122.22072,AUS,OAK,0.22580645161290322
35.21401,-80.94313,43.11119,-76.10631,CLT,SYR,0.1111111111111111
42.21206,-83.34884,38.94453,-77.45581,DTW,IAD,0.3333333333333333
41.41089,-81.84940,42.21206,-83.34884,CLE,DTW,0.2111111111111111
38.94453,-77.45581,36.08036,-115.15233,IAD,LAS,0.22317596566523606
41.78598,-87.75242,38.69542,-121.59077,MDW,SMF,0.2459016393442623
29.98047,-95.33972,35.04242,-89.97667,IAH,MEM,0.19776119402985073
29.64542,-95.27889,38.74769,-90.35999,HOU,STL,0.2304147465437788
36.77619,-119.71814,37.61900,-122.37484,FAT,SFO,0.32432432432432434
39.85841,-104.66700,41.30252,-95.89417,DEN,OMA,0.2545871559633027
35.21401,-80.94313,42.21206,-83.34884,CLT,DTW,0.15806988352745424
37.72129,-122.22072,45.58872,-122.59750,OAK,PDX,0.18275862068965518
32.73356,-117.18966,37.36186,-121.92901,SAN,SJC,0.19444444444444445
47.61986,-117.53384,37.72129,-122.22072,GEG,OAK,0.21296296296296297
42.94052,-78.73217,40.63975,-73.77893,BUF,JFK,0.2261904761904762
44.25741,-88.51948,41.97960,-87.90446,ATW,ORD,0.30434782608695654
38.85208,-77.03772,18.43942,-66.00183,DCA,SJU,0.2
39.85841,-104.66700,42.94722,-87.89658,DEN,MKE,0.3112391930835735
44.25741,-88.51948,42.21206,-83.34884,ATW,DTW,0.1388888888888889
38.94453,-77.45581,35.04242,-89.97667,IAD,MEM,0.16666666666666666
33.94254,-118.40807,40.49147,-80.23287,LAX,PIT,0.34285714285714286
46.91631,-114.09056,44.88055,-93.21692,MSO,MSP,0.13114754098360656
42.21206,-83.34884,40.97847,-85.19515,DTW,FWA,0.25
29.98047,-95.33972,42.94722,-87.89658,IAH,MKE,0.1875
36.08036,-115.15233,38.74769,-90.35999,LAS,STL,0.16176470588235295
41.93887,-72.68323,25.79325,-80.29056,BDL,MIA,0.24561403508771928
46.77411,-100.74672,32.89595,-97.03720,BIS,DFW,0.36666666666666664
43.60732,-110.73774,47.44898,-122.30931,JAC,SEA,0.3
33.43417,-112.00806,37.36186,-121.92901,PHX,SJC,0.16545454545454547
39.85841,-104.66700,35.04242,-89.97667,DEN,MEM,0.2672413793103448
33.56294,-86.75355,36.08036,-115.15233,BHM,LAS,0.14516129032258066
40.27669,-74.81347,29.9547,-81.3433,TTN,UST,0.11538461538461539
39.85841,-104.66700,38.69542,-121.59077,DEN,SMF,0.23255813953488372
39.99799,-82.89188,27.97547,-82.53325,CMH,TPA,0.13636363636363635
41.41089,-81.84940,41.78598,-87.75242,CLE,MDW,0.18021201413427562
39.85841,-104.66700,46.26468,-119.11903,DEN,PSC,0.42735042735042733
44.47300,-73.15031,42.21206,-83.34884,BTV,DTW,0.25165562913907286
32.84711,-96.85177,39.29761,-94.71391,DAL,MCI,0.16071428571428573
44.04532,-103.05737,40.78839,-111.97777,RAP,SLC,0.10526315789473684
21.97598,-159.33896,47.44898,-122.30931,LIH,SEA,0.1557377049180328
41.78598,-87.75242,29.99339,-90.25803,MDW,MSY,0.20930232558139536
40.69250,-74.16866,38.50887,-107.89383,EWR,MTJ,0.6666666666666666
41.78598,-87.75242,38.74769,-90.35999,MDW,STL,0.19137466307277629
42.21206,-83.34884,42.08202,-80.17622,DTW,ERI,0.2265625
36.09775,-79.93730,25.79325,-80.29056,GSO,MIA,0.18333333333333332
33.64044,-84.42694,35.39309,-97.60073,ATL,OKC,0.069164265129683
33.64044,-84.42694,35.21401,-80.94313,ATL,CLT,0.13247863247863248
33.94254,-118.40807,21.97598,-159.33896,LAX,LIH,0.14864864864864866
26.07258,-80.15275,29.99339,-90.25803,FLL,MSY,0.14754098360655737
42.21206,-83.34884,42.15991,-76.89144,DTW,ELM,0.265
43.87938,-91.25654,44.88055,-93.21692,LSE,MSP,0.125
51.87796,-176.64603,61.17432,-149.99619,ADK,ANC,0.1111111111111111
40.63975,-73.77893,27.39533,-82.55411,JFK,SRQ,0.13333333333333333
42.21206,-83.34884,41.06696,-73.70757,DTW,HPN,0.29464285714285715
42.36435,-71.00518,37.36186,-121.92901,BOS,SJC,0.25
71.28545,-156.76600,64.81368,-147.85967,BRW,FAI,0.22580645161290322
26.07258,-80.15275,40.79524,-73.10021,FLL,ISP,0.14516129032258066
43.87938,-91.25654,41.97960,-87.90446,LSE,ORD,0.3776595744680851
26.07258,-80.15275,44.88055,-93.21692,FLL,MSP,0.2215909090909091
41.06696,-73.70757,41.97960,-87.90446,HPN,ORD,0.25951557093425603
32.89595,-97.03720,39.49858,-119.76806,DFW,RNO,0.18840579710144928
39.85841,-104.66700,48.31140,-114.25507,DEN,FCA,0.4246575342465753
39.17540,-76.66820,39.29761,-94.71391,BWI,MCI,0.23853211009174313
40.27594,-79.40480,28.42889,-81.31603,LBE,MCO,0.3548387096774194
20.89865,-156.43046,32.73356,-117.18966,OGG,SAN,0.06451612903225806
38.94453,-77.45581,43.11887,-77.67238,IAD,ROC,0.30303030303030304
34.72940,-92.22425,41.97960,-87.90446,LIT,ORD,0.3980263157894737
33.81772,-118.15161,45.58872,-122.59750,LGB,PDX,0.056451612903225805
39.85841,-104.66700,39.29761,-94.71391,DEN,MCI,0.2
40.63975,-73.77893,33.81772,-118.15161,JFK,LGB,0.1875
39.17540,-76.66820,42.21206,-83.34884,BWI,DTW,0.1585081585081585
42.36435,-71.00518,26.53617,-81.75517,BOS,RSW,0.2857142857142857
36.12448,-86.67818,26.07258,-80.15275,BNA,FLL,0.15267175572519084
39.71733,-86.29438,39.29761,-94.71391,IND,MCI,0.22727272727272727
32.84711,-96.85177,37.61900,-122.37484,DAL,SFO,0.23529411764705882
33.64044,-84.42694,34.64045,-86.77311,ATL,HSV,0.11825192802056556
40.77724,-73.87261,36.89461,-76.20122,LGA,ORF,0.375
36.12448,-86.67818,40.69250,-74.16866,BNA,EWR,0.20634920634920634
35.21401,-80.94313,33.43417,-112.00806,CLT,PHX,0.1625
32.89595,-97.03720,45.58872,-122.59750,DFW,PDX,0.15510204081632653
